Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,latitude,longitude
13300,Banisa Sub County Hospital,Banisa Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,3,0,3,Mandera,Banissa,Banissa,Banissa,Operational,Yes,No,Yes,No,,Yes,Yes,No,3.9396281,40.3410318
11955,Bishop Kioko Catholic Hospital,Bishop Kioko Catholic Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,125,13,138,Machakos,Machakos Town,Machakos,Machakos Central,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.5239,37.2641
10763,Mukurweini District Hospital,Mukurweini District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,138,0,138,Nyeri,Mukurweini,Mukurweini,Mukurwe-ini Central,Operational,No,No,No,No,,Yes,Yes,No,-0.5592,37.0446
10765,St Mulumba Mission Hospital,St Mulumba Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,80,0,80,Kiambu,Thika Town,Thika Town,Kamenu,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.0549393,37.101537
13316,Dadaab Sub-County Hospital,Dadaab Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,25,4,29,Garissa,Daadab,Dadaab,Dadaab,Operational,No,No,No,No,,Yes,Yes,No,,
12279,Kianjokoma Sub-District Hospital,Kianjokoma Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,26,0,26,Embu,Runyenjes,Runyenjes,Kagaari North,Operational,Yes,No,No,No,,Yes,Yes,No,-0.39709,37.5016
12719,Runyenjes District Hospital,Runyenjes District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,29,0,29,Embu,Runyenjes,Runyenjes,Central Ward,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.4245,37.5706
12341,Kisau Sub County Hospital,Kisau Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,50,2,52,Makueni,Mbooni,Mbooni,Kiteta-kisau,Operational,Yes,No,No,No,,Yes,Yes,No,,
12080,Ikutha Sub County Hospital,Ikutha Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,25,3,28,Kitui,Kitui South,Kitui South,Ikutha,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12077,Ikanga Sub County Hospital,Ikanga Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,0,12,Kitui,Kitui South,Kitui South,Ikanga/Kyatune,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13680,KSDH,Keumbu Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,32,0,32,Kisii,Nyaribari Chache,Nyaribari Chache,Keumbu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
11977,Cottolengo Mission Hospital,Cottolengo Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,132,4,136,Meru,Central Imenti,Imenti Central,Mwangathia,Operational,Yes,No,No,No,,Yes,Yes,No,-0.00245,37.76659
13611,Ibacho Sub-County Hospital,Ibacho Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,8,0,8,Kisii,Nyaribari Masaba,Nyaribari Masaba,Kiamokama,Operational,No,No,No,No,,Yes,Yes,No,,
12142,Kalacha Sub County Referral Hospital (Chalbi),Kalacha Sub County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,16,1,17,Marsabit,North Horr,North Horr,Maikona,Operational,No,No,No,No,,Yes,Yes,No,,
13247,Victory Hospital,Victory Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,8,2,10,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,No,No,No,No,,Yes,Yes,No,,
10154,Vineyard Hospital,Vineyard Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,20,6,26,Kiambu,Thika Town,Thika Town,Hospital,Operational,Yes,No,No,No,,Yes,Yes,No,,
11861,Tudor District Hospital (Mombasa),Tudor Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,0,14,Mombasa,Mvita,Mvita,Tudor,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11840,Taveta District Hospital,Taveta Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,100,8,108,Taita Taveta,Taveta,Taveta,Bomani,Operational,No,No,No,No,,Yes,Yes,No,-3.3987,37.6773
12975,Huruma Maternity Hospital,Huruma Maternity Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Mathare,Mathare,Huruma,Operational,No,No,No,No,,Yes,Yes,No,,
12255,Kauwi Sub County Hospital,Kauwi Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,4,22,Kitui,Kitui West,Kitui West,Kauwi,Operational,Yes,No,No,No,,Yes,Yes,No,,
10609,Kimbimbi Sub-District Hospital,Kimbimbi Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,48,1,49,Kirinyaga,Mwea,Kirinyaga South,Nyangati,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.6171,37.3651
13023,Kenyatta National Hospital,Kenyatta National Hospital,,Level 4,Comprehensive Teaching & Tertiary Referral Hospital,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,1455,427,1882,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.3009,36.8064
12734,Sikh Hospital,Sikh Hospital,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,10,0,10,Makueni,Kibwezi West,Kibwezi West,Makindu,Operational,Yes,No,No,No,,Yes,Yes,No,,
10438,Kalimoni Mission Hospital (Juja),Kalimoni Mission Hospital (Juja),,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,29,6,35,Kiambu,Juja,Juja,Kalimoni,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11289,Coast General Teaching and Referral Hospital,Coast General Teaching and Referral Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,499,33,532,Mombasa,Mvita,Mvita,Tononoka,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
10591,Kihara Sub County Hospital,Kihara Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,84,0,84,Kiambu,Kiambaa,Kiambaa,Kihara,Operational,No,No,No,No,,Yes,Yes,No,,
13004,The Karen Hospital,The Karen Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,102,0,102,Nairobi,Langata,Langata,Karen,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11522,Likoni District Hospital,Likoni District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,0,14,Mombasa,Likoni,Likoni,Timbwani,Operational,Yes,No,Yes,No,,Yes,Yes,No,-4.0852,39.6555
12604,Our Lady of Lourdes Mutomo Hospital,Our Lady of Lourdes Mutomo  Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,124,0,124,Kitui,Kitui South,Kitui South,Mutomo,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13535,Dolphil Nursing & Maternity Home,Dolphil Nursing & Maternity Home,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,0,0,0,Siaya,Gem,Gem,East Gem,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11829,Star Hospital,Star Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kilifi,Malindi,Malindi,Malindi Town,Operational,No,No,No,No,,Yes,Yes,No,,
12684,Nyambene District Hospital,Nyambene District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,96,8,104,Meru,Igembe South,Igembe South,Maua,Operational,Yes,No,No,No,,Yes,Yes,No,0.246,37.87
11774,Sayyida Fatimah Hospital,Sayyida Fatimah Hospital,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,40,10,50,Mombasa,Nyali,Nyali,Frere Town,Operational,Yes,No,Yes,No,,Yes,Yes,No,-4.02832,39.68701
10808,Mwea Mission (Our Lady of Lourdes) Hospital,Mwea Mission (Our Lady Of Lourdes) Hospital,30641,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,110,10,120,Kirinyaga,Mwea,Kirinyaga North/Mwea West,Thiba,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12790,Embu Children Hospital,Embu Children Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,44,5,49,Embu,Manyatta,Manyatta,Mbeti North,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11740,Port Reitz Sub County Hospital,Port Reitz Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,153,8,161,Mombasa,Changamwe,Changamwe,Airport,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13653,Kandiege Sub-District Hospital,Kandiege Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,36,0,36,Homa Bay,Karachuonyo,Karachuonyo,Kibiri,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.4267,34.553
13194,National Spinal Injury Hospital,National Spinal Injury Hospital,,Level 4,Specialized & Tertiary Referral hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,0,30,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13115,Nairobi West Hospital,Nairobi West Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,152,0,152,Nairobi,Langata,Langata,Nairobi West,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13080,Mbagathi District Hospital,Mbagathi District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,200,10,210,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.3079,36.8022
11972,Chuka Cottage Hospital,Chuka Cottage Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,56,8,64,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Karingani,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.33657,37.64737
15239,Mt Elgon Hospital,Mt Elgon Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,28,3,31,Trans Nzoia,Kiminini,Kiminini,Hospital,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13076,Mathari Hospital,Mathari Hospital,,Level 4,Specialized & Tertiary Referral hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,700,0,700,Nairobi,Mathare,Mathare,Hospital,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11474,Kilifi County Hospital,Kilifi County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,172,21,193,Kilifi,Kilifi North,Kilifi North,Sokoni,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10378,Jkuat Hospital,JKUAT Hospital,,Level 4,Primary care hospitals,HOSPITALS,Public Institution - Academic,Ministry of Health,Ministry of Health,12,0,12,Kiambu,Juja,Juja,Juja,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11507,Kwale District Hospital,Kwale District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,62,3,65,Kwale,Matuga,Matuga,Tsimba Golini,Operational,Yes,No,No,No,,Yes,Yes,No,-4.1751,39.456
11600,Mewa Hospital,Mewa Hospital,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,30,20,50,Mombasa,Mvita,Mvita,Majengo,Operational,No,No,No,No,,Yes,Yes,No,-4.05305,39.66154
13753,Magunga Level IV Hospital,Magunga Level IV Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,19,0,19,Homa Bay,Suba,Suba South,Gwassi South,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11512,Lamu County Referral Hospital,Lamu County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,60,20,80,Lamu,Lamu West,Lamu West,Mkomani,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14426,Egerton University,Egerton University,,Level 4,Primary care hospitals,HOSPITALS,Public Institution - Academic,Ministry of Health,Kenya MPDB,26,26,52,Nakuru,Njoro,Njoro,Kihingo,Operational,No,No,No,No,,Yes,Yes,No,,
11655,Msambweni County Referral Hospital,Msambweni County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,155,0,155,Kwale,Msambweni,Msambweni,Ramisi,Operational,No,No,No,No,,Yes,Yes,No,,
13701,Kisegi Sub-District Hospital,Kisegi Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,2,26,Homa Bay,Suba,Suba South,Gwassi North,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.646519,34.0575
13625,Isibania Sub-District Hospital,Isibania Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,26,4,30,Migori,Kuria West,Kuria West,Isibania,Operational,No,No,No,No,,Yes,Yes,No,-1.2334,34.4806
11647,Mount View Nursing & Maternity Home,Mount View Nursing & Maternity Home,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Taita Taveta,Voi,Voi,Kaloleni,Operational,No,No,No,No,,Yes,Yes,No,,
11649,Mpeketoni Sub-County Hospital,Mpeketoni Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,50,0,50,Lamu,Lamu West,Lamu West,Bahari,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13257,Wentworth Hospital,Wentworth Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,12,2,14,Nairobi,Embakasi South,Embakasi South,Pipeline,Operational,No,No,No,No,,Yes,Yes,No,,
10924,Outspan Hospital,Outspan Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,94,0,94,Nyeri,Nyeri Town,Nyeri Central,Kamakwa/Mukaro,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10459,Kandara Sub County Hospital,Kandara Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,26,1,27,Muranga,Kandara,Kandara,Ithiru,Operational,No,No,No,No,,Yes,Yes,No,-0.9009223,37.0022616
15350,Ngong Hills Hospital,Ngong Hills Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kajiado,Kajiado North,Kajiado North,Ngong,Operational,No,No,No,No,,Yes,Yes,No,,
13000,Kamiti Prison Hospital,Kamiti Prison Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Roysambu,Roysambu,Kahawa West,Operational,No,No,No,No,,Yes,Yes,No,,
13550,Etago Sub-County Hospital,Etago Sub-county Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,5,19,Kisii,South Mugirango,South Mugirango,Borabu/Chitago,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10075,Breeze Hospital,Breeze Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Muranga,Maragwa,muranga south,Kimorori/Wempa,Operational,No,No,No,No,,Yes,Yes,No,,
11526,Lungalunga Subcounty Hospital,Lungalunga Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,32,4,36,Kwale,Lunga Lunga,Lunga Lunga,Vanga,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
13110,Nairobi Hospital,Nairobi Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,350,100,450,Nairobi,Dagoretti North,Dagoretti North,Kilimani,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11555,Malindi District Hospital,Malindi Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,183,17,200,Kilifi,Malindi,Malindi,Shella,Operational,Yes,No,Yes,No,,Yes,Yes,No,-3.2165,40.1182
14494,Fatima Maternity Hospital,Fatima Maternity Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,32,0,32,Kajiado,Kajiado North,Kajiado North,Nkaimurunya,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13692,Kijauri Sub County Hospital,Kijauri Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,6,0,6,Nyamira,Borabu,Borabu,Nyansiongo,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11208,Al Farooq Hospital,Al Farooq Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,17,4,21,Mombasa,Mvita,Mvita,Tononoka,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11097,Thika Nursing Home,Thika Nursing Home,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,35,6,41,Kiambu,Thika Town,Thika Town,Township,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13656,Karungu Sub-County Hospital,Karungu Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,0,24,Migori,Nyatike,Nyatike,Kachien'g,Operational,Yes,No,No,No,,Yes,Yes,No,,
13638,Kabondo Sub-County  Hospital,Kabondo Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,3,17,Homa Bay,Kabondo Kasipul,Kabondo Kasipul,Kabondo West,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10491,Karen Hospital Annex,Karen Hospital Annex,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,0,0,0,Nyeri,Nyeri Town,Nyeri Central,Rware,Operational,No,No,No,No,,Yes,Yes,No,,
13016,Kayole II Sub-District Hospital,Kayole II Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,1,25,Nairobi,Embakasi Central,Embakasi Central,Kayole South,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.2665,36.9167
13567,Getembe Hospital,Getembe Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,73,5,78,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,No,No,No,No,,Yes,Yes,No,,
11459,Kenya Navy (Mir) Hospital,Kenya Navy (MIR) Hospital,,Level 4,Primary care hospitals,HOSPITALS,Armed Forces,Ministry of Health,Ministry of Health,20,4,24,Mombasa,Likoni,Likoni,Mtongwe,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10895,Nyathuna Level 4 Hospital,Nyathuna Level 4 Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,10,3,13,Kiambu,Kabete,Kabete,Nyadhuna,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13674,Kenyerere Sub County Hospital,Kenyerere Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,1,25,Kisii,Bobasi,Bobasi,Sameta/Mokwerero,Operational,Yes,No,No,No,,Yes,Yes,No,,
11170,Wangige Sub County Hospital,Wangige Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,10,0,10,Kiambu,Kabete,Kabete,Kabete,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13014,Kayole Hospital,Kayole Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,40,8,48,Nairobi,Embakasi Central,Embakasi Central,Kayole Central,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13618,Inuka Hospital & Maternity Home,Inuka Hospital & Maternity Home,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Siaya,Gem,Gem,North Gem,Operational,No,No,No,No,,Yes,Yes,No,,
13703,Kisii Teaching And Referral Hospital (Level 6),Kisii Teaching And Referral Hospital (Level 6),,Level 4,Secondary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,650,20,670,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,Yes,No,No,No,,Yes,Yes,No,,
10824,National Hospital Insurance Fund Central,National Hospital Insurance Fund Central,,Level 4,Primary care hospitals,HOSPITALS,Public Institution - Parastatal,Ministry of Health,Other,0,0,0,Laikipia,Laikipia East,Laikipia East,Nanyuki,Operational,No,No,No,No,,Yes,Yes,No,,
13612,Ibeno,Ibeno Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,0,30,Kisii,Nyaribari Chache,Nyaribari Chache,Ibeno,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12743,St Ann Hospital,St Ann Hospital,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,60,0,60,Meru,South Imenti,Imenti South,Igoji East,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.0383,37.6618
14061,Royal Medical Hospital and Maternity Home Limited,Royal Medical Hospital and Maternity Home Limited,209,Level 4,HOSPITALS,,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,135,2,137,Migori,Rongo,Rongo,Central Kamagambo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12603,Mutomo Sub County Hospital,Mutomo Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,13,2,15,Kitui,Kitui South,Kitui South,Mutomo,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12986,Jamii Medical Hospital,Jamii Medical Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,18,0,18,Nairobi,Embakasi North,Embakasi North,Kariobangi North,Operational,No,No,No,No,,Yes,Yes,No,,
12787,Tawa Sub-County Hospial,Tawa Sub County Hospial,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,14,28,Makueni,Mbooni,Mbooni,Kiteta-kisau,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13095,Moi Air Base Hospital,Moi Air Base Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Kamukunji,Kamukunji,Airbase,Operational,No,No,No,No,,Yes,Yes,No,,
13096,Mother & Child Hospital,Mother and Child Hospital Ltd,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,32,6,38,Nairobi,Kamukunji,Kamukunji,California,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12601,Mutitu Sub County Hospital,Mutitu Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,7,0,7,Kitui,Kitui East,Kitui East,Mutitu/Kaliku,Operational,No,No,No,No,,Yes,Yes,No,,
10602,Kijabe (AIC) Hospital,Kijabe (AIC) Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,265,60,325,Kiambu,Lari,Lari,Kijabe,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13369,Iftin Sub-District Hospital,Iftin Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,1,25,Garissa,Garissa Township,Garissa,Iftin,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.4732,39.6559
13783,Masimba Sub-County Hospital,Masimba Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,0,12,Kisii,Nyaribari Masaba,Nyaribari Masaba,Masimba,Operational,Yes,No,No,No,,Yes,Yes,No,,
13772,Marani District Hospital,Kitutu Chache North Sub County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,27,0,27,Kisii,Kitutu Chache North,Kitutu Chache North,Marani,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.5781,34.7989
11695,Mwatate Sub-District Hospital,Mwatate Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,2,19,Taita Taveta,Mwatate,Mwatate,Chawia,Operational,Yes,No,Yes,No,,Yes,Yes,No,-3.5073,38.3686
13515,Bosongo Hospital,Bosongo Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,35,10,45,Kisii,Kitutu Chache South,Kitutu Chache South,Kitutu Central,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
